APURCH,unique,age,gendf,gendm,pcode,atmcrd,paydep,BALCHQ,BALSAV,TOTDEP,BALLOAN,BALLOC,BALMRGG,NEWLOC,NEWMRGG,TXBRAN,TXATM,TXPOS,TXCHQ,TXWEB,TXTEL,TOTSERV,CH_NM_SERV,CH_NM_PRD,valsegm,N_IND_INC_,numrr_1,numcon_1,avginc_1,avginv_1
N,7366,51,0,1,V5Y2B1,1,1,511.0316667,0,629.4766667,4958.3325,0,,0,0,0.833333333,8,11.33333333,5.583333333,0,0,5,0,0,D,670,320,1766,40631.34328,4797.297297
N,7410,60,0,1,V5M2T4,1,0,3164.338333,326.0258333,3615.356667,,0,,0,0,4.166666667,0.833333333,0,2.666666667,0,0,4,0,0,D,770,370,1527,25316.88312,2705.084746
Y,7416,52,1,0,V6J4T2,1,1,999.9141667,0.01,4923.906667,,2012.005,85699.18167,0,0,5.75,4.583333333,25.58333333,4.25,0.416666667,0,6,0,0,B,240,100,713,47379.16667,19818.18182
N,7433,32,1,0,V5R5N8,1,1,272.3033333,0.98,367.2108333,20836.67667,79.34,,1,0,0.083333333,5.916666667,9.166666667,3.75,0.083333333,0,5,0,0,C,920,380,1453,24445.65217,2088.888889
Y,7458,35,0,1,V3S8J7,1,0,359.545,0,1569.6625,,49190.78167,195471.6708,0,0,6.333333333,0,0,5.833333333,0,0,4.2,0,1,A,1090,320,1149,22877.98165,1220
Y,7461,48,1,0,V3N1Z9,1,1,409.9483333,5.745,475.2858333,14214.65833,0,,0,0,0.25,5.75,10,2.166666667,5.25,0,5,0,0,C,680,,,20173.52941,1986.666667
Y,7511,30,0,1,V8V3C2,1,1,1311.298333,944.3308333,2313.661667,2462.063,0,,0,0,0,15.83333333,6.5,2,8.083333333,0,4.8,-1,-1,D,570,230,895,27466.66667,4062.857143
N,7543,49,1,0,V4N2Y7,1,0,0,213.9175,287.8625,,17916.99,,0,0,2.833333333,0.666666667,3.25,0.75,0.416666667,0,4,0,0,C,750,300,1358,28402.66667,2407.5
Y,7548,30,0,1,V3A3T3,1,0,718.4158333,2787.9225,3592.525833,4000,192.3041667,182661.1975,0,0,1.583333333,6.75,19.25,6,5.166666667,0,5.2,-1,3,A,360,140,665,29791.66667,3376.190476
Y,7640,51,0,1,V6K2N2,1,0,582.88,0.4,720.4625,,165.3133333,,0,0,0.583333333,4.166666667,6,0.583333333,0,0,4,0,0,D,660,400,2381,47659.09091,9009.52381
N,7658,58,0,1,V6S1J3,1,0,1741.519167,271.5416667,2083.530833,,795.3641667,,0,0,1.333333333,17,8.666666667,13.91666667,3,0,4,0,0,D,610,300,1920,45122.95082,5369.565217
Y,7706,56,1,0,V8N4B3,1,1,6336.904167,10475.91583,20923.99,,0,,0,0,0.25,1.333333333,24.41666667,4.083333333,0,0,5,0,0,D,510,150,682,26564.70588,4590.909091
Y,7716,53,0,1,V6R2V1,1,0,5138.895,13.795,5512.65,9627.865,25.9575,,0,0,0.583333333,2.25,11,3.5,2,0,4.4,1,2,D,550,270,1654,48861.81818,5805.405405
N,7732,58,1,0,V4C1B3,1,0,0,5303.610833,5467.978333,,11694.17333,,0,0,0,2.916666667,0,3.833333333,0,0,4,0,0,D,690,170,648,23611.5942,6033.333333
Y,7755,43,0,1,V2Y2N8,1,0,3219.29,137.5,14595.60167,1424.5025,1536.836667,94722.725,0,0,4,4.666666667,3.833333333,3.083333333,0.666666667,0.333333333,6.6,0,0,C,5780,2080,9671,33517.12803,4797.368421
N,7760,50,1,0,V6P4P4,1,1,1000.431667,3390.0225,4568.931667,,17.44583333,,0,0,0.083333333,4.416666667,0.833333333,14.58333333,2.083333333,0,4,0,0,D,920,390,1289,27444.56522,3439.68254
N,7769,59,1,0,V1Z3P2,1,0,0,2.2,522.125,,82423.75917,,0,0,0.083333333,0.916666667,0,0.5,0,0,4,0,0,C,310,130,652,27945.16129,5147.826087
Y,7779,44,1,0,V6R2R9,1,1,0,0.001666667,21.62166667,21376.8225,4481.511667,,0,0,2.666666667,2,6.75,2.416666667,2.5,0,5,0,0,B,580,280,1799,44860.34483,6292.105263
N,7789,63,0,1,V5A1B8,1,0,8480.62,150.028,8936.783333,,0,,0,0,3.75,0.416666667,0,7.916666667,5,0,4,0,2,D,640,330,1625,34203.125,7168.627451
Y,7793,52,0,1,V4A2K4,1,0,5890.935,3967.376667,10114.03417,,31181.17417,163166.4242,0,0,9,0.833333333,0.25,2.25,0.25,0,5,0,0,B,630,250,1406,39033.33333,4708.108108
N,7794,46,0,1,,1,0,108.7308333,73.85666667,53419.36917,9455.140833,4263.344167,49307.78917,0,0,9.666666667,7.916666667,2.25,0.333333333,0,0,7,0,1,B,,,,,
N,7813,55,1,0,V6K3S2,1,1,70.63083333,2060.3675,5005.330833,12110.76,815.6658333,,0,0,0.75,3.583333333,56.83333333,12.25,9.416666667,0,5.9,1,1,D,720,380,2210,44526.38889,12241.17647
N,7850,50,0,1,V2T3L6,1,0,2.105833333,0,706.5458333,,132285.0583,,0,0,0.166666667,0,0,0.083333333,0,0,4,0,0,B,630,150,496,22842.85714,3111.904762
N,7861,67,0,1,V4A1Y5,1,0,1614.93,1448.83,13144.595,,0,,0,0,0.416666667,0,0,0.416666667,0,0,5,0,0,D,710,300,1368,35021.12676,2196.969697
Y,7879,51,0,1,V6V1G3,1,1,28351.60417,703.9516667,29479.74583,,67307.1825,171873.3325,0,1,4.416666667,0.916666667,0,8.75,1.583333333,0,4.8,1,1,A,880,390,1858,26067.04546,3330.15873
N,7884,54,1,0,V5S1A3,1,0,24279.895,116.8483333,82427.75167,,0,,0,0,3.75,0,0,2.666666667,3.083333333,0,5,0,0,C,730,340,1339,24663.0137,4021.212121
Y,7908,38,0,1,V5S4P7,1,0,1386.87,3541.181667,5126.364167,,476.7375,,0,0,1.666666667,9.5,30.08333333,4.666666667,8.75,0,4,0,0,D,860,450,2128,37783.72093,2128.571429
Y,7911,37,0,1,V2W1V8,1,1,1435.068333,29.16666667,4829.046667,8331.365,4002.469167,,0,0,4.5,17.66666667,29.83333333,6.25,14.41666667,0,4.8,2,5,D,5150,1930,9371,34795.92233,3364.516129
Y,7929,26,1,0,V5G2M7,1,0,0,0,62.71,,4520.489167,,0,0,0.583333333,4.166666667,3.916666667,2.5,0.583333333,0,4,0,0,D,410,180,848,35319.5122,3826.470588
Y,7979,50,0,1,V6K1S3,1,1,3201.921667,221.395,36705.3875,2815.26,589.7133333,,0,0,4.75,2.333333333,7.333333333,5.416666667,0,0,5.9,-2,-4,D,690,360,1834,38546.37681,3636.666667
N,7985,48,0,1,V5L3S4,1,1,10747.6375,133.3858333,11144.37917,,0,,0,0,0.75,11.16666667,8.583333333,4.416666667,2.083333333,0,4,0,0,D,810,320,1487,29120.98765,3496.774194
Y,8003,52,0,1,V3W8G3,1,1,4631.1075,2487.755,7222.6725,,0,15979.33167,0,0,0.75,2.25,43.16666667,1.666666667,0.916666667,0,5,0,0,D,960,310,1107,26333.33333,1363.636364
Y,8015,52,1,0,V7E2J9,0,0,98.32,170.3516667,783.2241667,,0,92726.07583,0,0,0.083333333,0,0,0,0,0,5,0,0,B,790,390,1705,34837.97468,3002.272727
Y,8023,26,0,1,V3X3M3,0,1,239.0311111,2239.02,4918.293333,,268528.29,223299.805,0,1,4.5,0,0,0,0,0,3,3,5,D,850,340,1611,30642.35294,1879.411765
Y,8041,39,0,1,V3H5B4,1,1,3087.196667,24.4925,7456.585833,4443.09,0,201602.614,1,1,2.75,1.583333333,25.16666667,5.083333333,10.66666667,0,5,0,-9,C,690,310,1955,48931.88406,5169.69697
Y,8054,47,0,1,V5R5R9,0,0,14838.4,1110.3525,16007.96,,0,45839.25333,0,0,0.583333333,0,0,0.75,0,0,5,0,0,C,790,330,1212,24694.93671,1959.52381
Y,8060,43,1,0,V4P1H6,1,1,396.0983333,1425.025833,1893.514167,,646.9675,179077.6758,0,0,0.5,12.08333333,14.58333333,2.416666667,5.083333333,0,5,0,0,C,630,260,1055,34941.26984,4471.428571
Y,8090,60,1,0,V3H5B1,1,0,3146.349167,90.03,5173.66,,6821.103333,,0,0,0.416666667,2.583333333,15.33333333,5.583333333,1.75,0,4.2,-1,-1,D,650,290,1069,36104.61539,1460.869565
Y,8172,35,0,1,V5V1S8,1,1,1088.203333,1278.564167,14990.22083,6764.144444,748.0116667,,0,0,1.5,14.16666667,5.75,3.666666667,7.75,0,5.9,1,0,D,730,320,1163,25324.65753,2081.818182
Y,8177,40,1,0,V3E2K1,1,1,1189.603333,6.656666667,19815.58583,3367.680833,3443.3125,132441.1108,0,0,4.166666667,8.083333333,61.25,3.416666667,9.5,0,7.2,-1,-3,B,1020,470,2040,34644.11765,1470.833333
Y,8200,49,0,1,V3K1X8,1,0,2040.711667,566.0158333,3295.21,,247.9066667,,0,0,0.25,13.5,32,4.833333333,8.666666667,0,4,0,1,D,670,310,1367,32479.10448,3218.918919
N,8227,35,1,0,V6B6J7,1,0,1844.7575,12.85,1926.7875,,0,,0,0,0.25,6.083333333,0.416666667,2.333333333,0.166666667,0,4,0,0,D,760,380,2126,39905.26316,2136.111111
Y,8267,45,1,0,V5S4G6,1,1,302.0233333,0.36,532.6408333,4251.41375,5442.925,178000.8992,0,0,0.583333333,6.5,20.75,8.75,6,0,5.6,-1,-1,D,1000,360,1359,27374,2021.621622
Y,8273,58,1,0,V3J1A1,1,1,977.1725,424.9641667,1461.831667,11402.43571,337.1116667,,0,0,7.583333333,11.33333333,16.08333333,10.33333333,0,0,4.5,0,-1,C,760,350,1535,32076.31579,2112.121212
N,8275,41,1,0,V6K1L1,1,0,1313.5175,0.661666667,2264.26,,4848.869167,,0,0,0.166666667,6.333333333,2.583333333,0.083333333,5.333333333,0,4,0,-1,D,690,360,1834,38546.37681,3636.666667
Y,8323,39,0,1,V5J2B1,1,0,0,254.2016667,314.8616667,,0,247280.69,1,1,0,0.083333333,0,0,0,0,2.4,3,5,E,640,280,1475,34696.875,3593.181818
Y,8328,62,0,1,V6R1B4,1,0,2836.514167,33.33666667,2926.056667,,1406.39,,1,0,1.583333333,7.5,27.91666667,7.25,0.083333333,0,3.8,2,2,D,480,240,1754,46183.33333,9215.151515
Y,8332,40,0,1,V3R0M8,1,0,456.4041667,0,601.7366667,,710.3266667,45626.6825,0,0,0.083333333,4.333333333,18.33333333,0.25,0,0,5,0,0,C,970,400,1623,28721.64949,2559.183674
Y,8350,51,0,1,V7L2P2,1,0,0,115.4408333,767.7833333,,2321.985,117800.2233,0,0,0.5,21.25,19.83333333,6.333333333,4.583333333,0,5,0,0,A,630,260,1301,37368.25397,3734.146342
Y,8372,45,1,0,V5R1Z3,1,1,66.2125,302.4125,427.0175,,280.4075,,0,0,3.416666667,9.333333333,23.58333333,1.666666667,7.916666667,0,4,0,0,D,840,370,1336,25411.90476,2345.098039
N,8434,65,0,1,V6K1Z9,1,0,4736.4575,0.01,10868.6825,,48.7875,,0,0,1.75,8.083333333,1.083333333,1.916666667,2.416666667,0,4.9,0,-2,D,510,260,1308,36515.68628,5220.833333
Y,8441,41,0,1,V7S3C1,1,1,5908.021667,3488.570833,14340.64083,7518.193333,0,,0,0,1.666666667,3.333333333,5.166666667,2.5,5.166666667,0,4.8,-1,-2,D,300,,,81436.66667,11111.11111
N,8444,65,1,0,V7T1J2,1,0,2968.96,0,3138.6425,,104486.8792,201000,0,1,2.916666667,0,0,3.75,0,0,4.1,1,1,C,330,150,1689,49469.69697,9546.666667
N,8446,59,0,1,V7G1Z5,0,0,3494.215833,1919.881667,12202.5,,0,,0,0,7.333333333,0,0,1.333333333,0,0,5,0,-1,D,600,290,1511,43991.66667,4452.777778
N,8465,57,1,0,V5G4R5,1,1,1320.316667,631.445,2075.569167,,8681.96,,0,0,10.08333333,1.416666667,0,4.916666667,0,0,4,0,0,D,240,150,832,40445.83333,4608.695652
N,8473,52,0,1,V5P4N9,1,0,409.0966667,693.9733333,1194.23,,0.08,,0,0,0,0.666666667,0,0,0,0,4,0,0,D,980,420,1670,21925.5102,3100
Y,8525,43,1,0,V6X2T7,1,1,173.3975,106.94,6023.2425,24018.31917,610.8558333,,0,0,1.416666667,4.583333333,18.16666667,3.916666667,1.25,0.083333333,5.3,-1,-7,B,410,160,663,24639.02439,3430
N,8543,61,1,0,V2X0X6,1,0,4753.770833,2118.026667,22980.8525,,207.2333333,49317.83,0,0,1.5,3.666666667,7.166666667,4.083333333,1.5,0,6,0,0,C,740,130,423,26010.81081,2107.407407
Y,8554,56,0,1,V5E3G1,1,1,0,0,1785.735833,1534.378333,7379.135,,0,0,1.083333333,9.166666667,29.41666667,2.583333333,0,0.083333333,4.8,-2,-2,D,600,,,29330,5613.72549
Y,8562,47,0,1,V3B5E4,1,1,0,36.09083333,122.0533333,,9368.17,176275.2267,0,0,0.083333333,8.5,62.5,5.416666667,3.5,0,5,0,0,A,630,230,650,27263.49206,1745
Y,8570,60,0,1,V3X2B4,1,1,929.1383333,0,987.2383333,6944.8425,384.1441667,,0,0,1.083333333,13.41666667,20.41666667,3.666666667,6,0,5,0,0,D,830,430,2655,41498.79518,4023.4375
Y,8581,44,1,0,V4K2A2,1,1,0,7.566666667,311.0791667,,2258.570833,,0,0,0,10.25,18.91666667,10.58333333,0,0,4,0,0,D,680,270,1199,34694.11765,2846.875
Y,8627,41,0,1,V7L3J1,1,1,0,85.82583333,204.7283333,,3708.164167,,0,0,0,10,2.916666667,2.083333333,8.25,0,4,0,0,D,760,340,1596,29742.10526,4091.666667
Y,8629,47,0,1,V5R4A7,1,1,84.9875,0,155.1725,10029.445,268.7575,,0,0,7.083333333,11.58333333,2.583333333,0,0,0,5,0,0,C,830,340,1511,23291.56627,2839.655172
Y,8641,59,0,1,V5G3Y7,1,1,0,312.8716667,432.5166667,,20608.83,146689.4667,0,0,4,2.166666667,7,3.333333333,7.833333333,0,5,0,0,A,820,410,1867,37417.07317,1836.363636
N,8653,53,0,1,V7L2M9,1,1,207.5358333,0,880.8,5144.021429,22949.895,114322.2633,0,0,0.916666667,0.75,0,0.166666667,1.833333333,0,4.8,0,-1,B,630,260,1301,37368.25397,3734.146342
N,8655,55,0,1,V6B1Z4,1,1,1069.625,8911.165,10118.0675,,0,,0,0,0.333333333,0.083333333,0,0.166666667,6.75,0,4,0,0,D,,,,,
N,8657,46,1,0,V5G1Y7,1,0,3428.3975,2028.670833,7546.1725,5152.56,11567.75333,,0,0,1.333333333,0.333333333,20.66666667,7.5,0,0.166666667,4,0,-3,D,220,110,618,45845.45455,7976.470588
N,8674,45,0,1,V4E3G8,1,1,0,737.8366667,834.8441667,11866.81833,5686.780833,,0,0,1.25,11.08333333,21.5,11.58333333,1.5,0,5,0,0,C,770,300,1470,30057.14286,2431.707317
Y,8677,51,0,1,V7E5X9,1,1,334.3858333,0.45,428.7408333,3383.982,10158.90083,237521.075,0,0,6.75,9.166666667,31.58333333,5.333333333,0.333333333,0,5.3,-1,-1,A,710,300,1643,32036.61972,6086.111111
Y,8708,51,0,1,V5M4B7,1,1,0,709.9958333,1255.933333,,51316.04583,,0,0,3.5,2.25,10.91666667,2.833333333,3.583333333,0,4,0,0,B,490,230,932,26928.57143,2430
Y,8717,59,1,0,V4A6E5,1,0,0,0,5134.499167,,4333.546667,,0,0,1.833333333,4,14.5,1,0.083333333,0,5,0,0,D,680,230,1016,28322.05882,5443.548387
Y,8720,47,1,0,V3L4N4,1,0,0,0,10688.52833,,13366.4625,,0,0,0.083333333,0.916666667,0.083333333,0.5,0,0,5,0,0,D,690,,,40433.33333,3420.930233
N,8722,57,0,1,V5C1A3,1,0,0,0,95.91083333,,1014.375,162579.6925,0,0,1.916666667,2.75,2.666666667,0,0,0,5,0,0,A,910,380,1803,31895.6044,3507.407407
N,8742,59,0,1,V5C3R1,1,1,18.16083333,404.1441667,509.3075,,452.3216667,,0,0,2.666666667,12.66666667,37.58333333,20,0,0,4,0,0,D,340,150,794,31517.64706,2955.555556
Y,8759,65,0,1,V3L5P4,1,0,37.84333333,185.815,768.0558333,,46189.37,166789.2242,0,0,1.25,9.333333333,0,9.583333333,0,0,5,0,0,A,690,,,37157.97101,3497.959184
Y,8762,48,0,1,V4A2P3,0,0,0,3.37,103.7875,,74053.29917,498952.0808,0,0,3.916666667,0,0,2.75,0.166666667,0,5,0,0,A,480,200,1026,41414.58333,3791.666667
Y,8776,25,0,1,V5P3K2,1,0,1549.6625,417.9008333,2030.978333,,2.33,,0,0,0.083333333,7,3.083333333,0.333333333,0,0,4,0,0,D,1010,460,1639,23400,2654.411765
N,8798,41,1,0,V1W4S7,1,0,0,0,225.2208333,,75628.75083,,0,0,1.166666667,1.833333333,3.333333333,3.833333333,0,0.083333333,4,0,2,D,12420,5230,27684,32093.31723,6060.535117
Y,8899,36,0,1,V6Y3G6,1,1,0,72.655,214.9375,13157.89,8723.08,128093.7583,0,0,1.083333333,8.333333333,14.5,6.75,1.833333333,0,6,0,-1,A,610,280,1391,29808.19672,4624.528302
Y,8909,34,1,0,V3K5G7,1,1,2097.3625,14780.4675,16959.9075,,24.08166667,,0,0,1.083333333,8.25,36.16666667,5.666666667,14.33333333,0,4,0,0,D,550,220,882,30627.27273,2020
N,8910,42,0,1,V3C4M4,1,1,4060.259167,16548.13833,20804.3075,,37360.86667,31153.115,0,0,6.416666667,0,0.166666667,1.75,6.416666667,0,5,0,0,B,570,240,1171,34398.24561,2488.888889
Y,8917,47,0,1,V3X3L4,1,1,9.83,298.8066667,415.0116667,,3786.3475,160245.0238,0,0,0.916666667,6.75,61.5,10.91666667,8.666666667,0,4.6,-1,-1,D,1300,580,3366,37857.69231,3402.631579
Y,8927,48,0,1,V6B3Y8,1,0,402.4308333,522.1233333,1142.876667,4958.095,4136.884167,,0,0,8.083333333,8.5,37.66666667,3,0,0,5,0,1,D,11090,,,67859.60325,15139.31145
N,8934,31,0,1,V6X1M6,1,1,2443.613333,0.56,2717.893333,,0,98149.2025,0,0,0.083333333,3.666666667,0.666666667,1.5,1.5,0,5,0,0,C,1050,440,1877,25471.42857,2905.970149
Y,8949,47,0,1,V6L2X6,1,0,4338.195,6.590833333,4416.069167,12081.9575,8911.8325,,0,0,12,5,26.33333333,10.91666667,10.83333333,0,5,0,3,D,560,270,1895,52989.28571,7940.384615
Y,8974,30,0,1,V3K3E7,1,0,21.57166667,125.485,14275.13417,,2235.418333,,0,0,0.583333333,2.666666667,12.83333333,3.5,0,0,4.9,-1,-1,D,660,310,1569,36145.45455,2494.444444
N,8989,39,1,0,V5C3B5,0,0,0,6.695,556.72,,75188.4,,0,0,0,0,0,0,0,0,4,0,0,B,540,200,1016,26290.74074,3797.058824
Y,9031,42,0,1,V3S2Y7,1,0,122.3975,203.355,10727.215,,687.85,,0,0,2.333333333,2,2.583333333,0,0,0,4.5,-1,0,D,1140,460,2036,31121.92982,2068.888889
Y,9059,34,1,0,V3C2C4,1,0,61.585,809.295,1071.726667,,7731.576667,105193.325,0,0,1,11.75,65.16666667,3.333333333,8.166666667,0,5,0,-2,C,580,260,1333,35750,3696.428571
N,9084,54,0,1,V3T4L4,1,1,2593.4475,0,22277.7725,20430.63,237.8391667,126111.6392,0,0,5.5,15.75,36,5.583333333,0,0.083333333,6.7,1,1,A,710,240,823,24218.30986,3388.372093
Y,9089,42,0,1,V2V2N1,1,0,0,0,99.93833333,,9304.810833,108329.3042,0,0,1.25,1.166666667,27.58333333,7.083333333,0.083333333,0,5,0,0,B,650,180,507,26538.46154,1653.333333
N,9109,30,0,1,V2X3M3,1,0,0,814.765,1038.4675,,4388.915833,,0,0,0.583333333,4.333333333,22.5,5.583333333,9.75,0,4,0,0,D,1410,,,35390.78014,2426.5625
N,9113,49,0,1,V3X2B6,1,0,189.8116667,557.5025,1189.024167,,9848.911667,111435.8692,0,0,4.083333333,0.333333333,1.5,5.75,0,0,5,0,0,C,1300,580,3366,37857.69231,3402.631579
N,9120,41,1,0,V4N2W6,1,0,183.0825,3712.803333,7377.545833,,997.7441667,,0,0,4.833333333,0.25,2.75,1.166666667,0.333333333,0,5,0,0,D,840,310,1144,25680.95238,1620.588235
Y,9126,38,0,1,V3W5X4,1,1,417.4841667,0,431.0066667,,204.2058333,161913.285,0,0,0.333333333,12.25,50.25,11.41666667,18.75,0,5,0,0,C,1010,330,1033,24484.15842,1161.538462
Y,9148,46,0,1,V5R4T3,1,1,838.725,0,895.8125,,24622.82833,49886.455,0,1,1.833333333,6.583333333,26,11.33333333,9.5,0,4.2,1,4,C,1140,520,2530,28039.47368,2771.428571
Y,9155,42,1,0,V6K2H7,1,0,187.875,34.48,332.6975,1589.018333,5488.838333,,0,0,0.166666667,7.25,7.166666667,1.166666667,3.666666667,0,5,0,0,D,290,100,454,37848.27586,3822.222222
Y,9177,48,0,1,V2P6N7,1,1,200.9166667,1909.826667,2928.708333,,4179.7275,181198.2958,0,0,2.583333333,4.5,10.83333333,4.833333333,7.25,0,5,0,0,B,690,220,655,25178.26087,3224.137931
N,9192,59,0,1,V4N2Y9,1,0,0,166.7825,493.595,,16270.02917,220680.3483,0,0,3.916666667,0,0,0,0,0,5,0,0,A,840,290,1324,26688.09524,2090.909091
N,9228,41,1,0,V2X8V5,1,1,3728.220833,0.17,3913.465833,27554.31583,13.25583333,147191.9125,0,0,1.166666667,11.16666667,61.5,7,5.333333333,0,6,0,0,A,990,180,635,29606.06061,1146.875
N,9240,43,0,1,V4C5S6,1,1,194.3466667,430.235,12202.46167,12773.13,157.7833333,,0,0,2.25,21.5,40.33333333,2.083333333,7.916666667,0,5.9,-1,0,C,630,250,896,31920.63492,2350
N,9248,41,0,1,V7E1V3,1,1,1737.895833,208.4166667,2121.125,12809.025,9354.566667,116293.0633,0,0,0.25,13.5,39.58333333,5.583333333,0.083333333,0,6,0,0,A,710,310,1333,33802.8169,3292.307692
Y,9250,52,0,1,V3B6B1,1,1,1883.946667,96.585,2172.126667,2778.36,0,,0,0,0.916666667,6.5,2.083333333,0.25,1,0,4.3,-1,-1,D,910,330,1140,29349.45055,1335.483871
Y,9277,51,0,1,V3S5G3,1,1,4288.6825,118.2475,15006.45167,,2.528333333,79470.7175,0,0,6,0.666666667,15.08333333,2.583333333,0,0.083333333,6,0,0,C,710,230,750,28460.56338,1195
Y,9306,36,0,1,V3M6L8,1,1,5938.75,4.5,6061.3975,9457.2325,6067.6975,120009.525,0,0,2,14.5,12.75,2.083333333,0,0,6,0,0,A,620,340,1977,38591.93548,5064.102564
Y,9327,36,1,0,V3S4L4,0,0,133.9483333,0,188.8783333,,421.3325,,0,0,2.833333333,6.333333333,8.25,1.666666667,0,0,4,0,-1,D,780,300,1218,30748.71795,2625
Y,9348,45,0,1,V6M1H8,1,1,0,0,10891.4425,6260.092222,249346.8017,606375.9683,0,0,1.666666667,11.33333333,7.333333333,10.5,3.333333333,0,5.4,-1,-5,A,360,60,332,52491.66667,8839.473684
Y,9358,61,0,1,V3B1P7,1,1,5009.95,918.0825,13856.71333,,0,,0,0,3.666666667,1.5,0.833333333,8.583333333,0,0,5,0,-1,D,510,160,426,23843.13726,1364.285714
Y,9385,57,0,1,V6X3L6,1,0,4.205833333,2648.588333,3072.360833,,1165.6975,85098.34417,0,0,1.583333333,0,0,0.083333333,0,0,5.6,-1,-1,C,690,300,1291,26588.4058,4107.692308
Y,9407,36,1,0,V7G1S7,1,1,216.1941667,149.2508333,422.7083333,,1496.771667,,0,0,0.583333333,6.25,49.41666667,4.666666667,3.083333333,0,4,0,0,D,680,330,1809,45894.11765,5769.444444
N,9417,46,0,1,V2S7J2,1,1,147.5108333,6639.135,6884.595833,,138896.8533,49927.23333,0,1,7.083333333,0.75,47,17.91666667,0,0,4.3,1,1,A,21490,7510,28998,28637.31968,3154.611399
Y,9426,42,0,1,V2V6Y6,1,1,1216.766667,791.7533333,2086.0725,,320.2216667,47710.32083,0,0,0.583333333,5,46.83333333,4.75,5.916666667,0,5,0,0,C,13120,4270,14868,28220.42683,2377.973568
N,9436,44,1,0,V5Y3A8,1,0,2644.080833,26.2975,3321.341667,,278.0625,,0,0,5.083333333,6.916666667,5.25,13.5,3.5,0,4.5,-1,-1,D,640,300,1434,37010.9375,2517.391304
N,9441,53,0,1,V3E3H9,0,0,387.8358333,1.19,1253.593333,,0,126577.7733,0,0,1.583333333,0,0,0,0,0,5,0,0,C,13940,6000,29947,35419.65567,3462.994012
Y,9455,42,0,1,V5G2S7,1,0,1493.5825,0,1925.206667,,3393.785833,251937.6633,0,0,6.583333333,1.25,0.083333333,4,0.583333333,0,5,0,0,A,790,350,1468,29091.13924,2141.025641
N,9467,39,0,1,V4X1A8,1,0,0,0,79.0325,,1452.908333,166184.005,0,0,0.916666667,1,0,0,0,0,5,0,0,A,4770,1600,8034,30257.86164,6229.646018
Y,9527,52,0,1,V4P3E6,1,0,1623.049167,37.16,1727.359167,,0,,0,0,4.416666667,0.75,11.33333333,0,0,0,4,0,0,D,680,320,2182,44333.82353,6089.473684
N,9533,23,0,1,V3R0W2,1,0,376.7783333,17.25333333,400.6291667,,874.2575,,0,0,1.416666667,5,10,0.083333333,1.083333333,0,4,0,1,D,980,60,714,29188.77551,2895.833333
N,9560,41,0,1,V9M1Y6,1,0,0,0,78.535,,11973.49583,,0,0,0.75,0.333333333,0,0.25,0,0,4,0,0,C,320,100,397,25918.75,5395.454546
Y,9568,57,0,1,V4B3B7,1,1,12294.645,1604.058333,19880.06,,0,,0,0,7.166666667,0.25,0,5.5,0,0,5,0,1,D,440,200,1323,42836.36364,8612.121212
Y,9598,35,0,1,V5C2P3,1,0,4068.528571,755.515,16991.51333,,9860.274286,158856.5529,1,1,1.916666667,0.916666667,0.083333333,0.083333333,0,0,4.4,2,2,D,750,290,1035,25910.66667,3665.217391
Y,9633,40,0,1,V3C3H7,1,0,264.8633333,708.2475,1045.280833,13988.05667,1585.255833,86426.29917,0,0,2.416666667,9.25,23.16666667,2.666666667,0,0,6,0,0,B,430,170,650,27451.16279,2615.384615
N,9636,53,1,0,V3C5Y2,1,0,0,2.27,96.0875,,2334.695833,,0,0,0.75,8.583333333,21.08333333,4.25,7.666666667,0,4,0,0,D,1370,670,2628,35748.17518,1937.096774
N,9659,59,1,0,V3R6T7,0,0,239.9341667,0,443.9366667,,0,56974.59917,0,0,1.416666667,0,0,0,0,0,5,0,0,C,700,160,609,28127.14286,1858.333333
Y,9715,62,1,0,V5E1A8,1,1,709.8408333,969.7333333,1778.384167,,4.553333333,,0,0,1.666666667,3.583333333,6.333333333,1.333333333,0,0,4,0,0,D,800,,,35646.25,2912.727273
N,9732,53,0,1,V3W8H4,1,1,1365.566667,523.27,28655.47833,3000,17637.7025,41716.66625,0,0,1.666666667,15.75,39.75,9.083333333,0,0,4.6,-1,0,B,350,90,509,21242.85714,2400
N,9759,53,0,1,V7P2Y4,1,0,138.63,0,243.78,,497.1866667,,0,0,0.333333333,2.666666667,0.083333333,0,0,0,4,0,0,D,580,140,697,37462.06897,2918.75
N,9777,32,0,1,V6B5T1,1,1,7677.396667,0,7747.996667,,0,,0,0,0,4.916666667,0.416666667,2.5,3.5,0,4,0,0,D,300,170,911,45916.66667,3107.692308
N,9781,39,1,0,V2R2L7,1,1,323.9733333,0,1280.388333,32605.16333,2170.693333,164659.3275,0,0,2.916666667,11.83333333,29.25,0.25,4.75,0,4.5,-3,1,A,12070,4080,16395,28209.27921,3466.356589
N,9783,24,0,1,V2R2Z8,1,0,2.073333333,0.05,70.53583333,,6098.2025,,0,0,5.666666667,2.416666667,35.25,2.416666667,2.166666667,0,4,0,0,D,12070,4080,16395,28209.27921,3466.356589
Y,9800,31,1,0,V3M1W1,1,1,6074.5275,0,9810.614167,11138.45,0.01,200945.4792,0,0,1.083333333,6.25,2.333333333,1.916666667,8.75,0,6,-1,-3,B,770,340,1964,25750.64935,1438.888889
